Team,Season,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Opp eFG%,Opp TOV%,DRB%,Opp FT/FGA
Miami Heat,1991,24.0,24,58,25,57,-5.99,0.08,-5.91,102.0,108.1,-6.1,99.3,0.323,0.065,0.512,0.469,16.0,34.3,0.231,0.491,15.3,66.2,0.286
Sacramento Kings,1991,25.9,25,57,23,59,-6.78,0.51,-6.27,102.0,109.1,-7.1,94.7,0.309,0.085,0.512,0.468,14.1,28.8,0.226,0.481,14.3,65.6,0.306
Denver Nuggets,1991,26.5,20,62,19,63,-10.91,0.6,-10.31,105.2,114.7,-9.5,113.7,0.255,0.119,0.498,0.457,11.9,33.1,0.195,0.524,14.1,67.1,0.299
Chicago Bulls,1992,27.6,67,15,66,16,10.44,-0.37,10.07,115.5,104.5,11.0,94.4,0.297,0.063,0.556,0.518,11.8,35.1,0.221,0.476,14.1,69.3,0.219
Portland Trail Blazers,1992,28.1,57,25,59,23,7.27,-0.33,6.94,111.4,104.2,7.2,99.0,0.335,0.128,0.541,0.495,13.6,35.6,0.253,0.471,14.3,69.9,0.251
Utah Jazz,1992,28.5,55,27,57,25,6.39,-0.69,5.7,112.2,105.6,6.6,95.5,0.363,0.067,0.557,0.504,13.7,32.7,0.286,0.475,13.0,68.9,0.214
Phoenix Suns,1992,27.0,53,29,56,26,5.94,-0.26,5.68,112.1,106.2,5.9,99.4,0.332,0.083,0.556,0.508,13.1,31.7,0.258,0.471,13.0,67.7,0.223
Cleveland Cavaliers,1992,27.6,57,25,55,27,5.45,-0.11,5.34,113.9,108.2,5.7,95.0,0.322,0.101,0.557,0.506,11.8,30.5,0.259,0.483,12.3,66.5,0.174
New York Knicks,1992,27.3,51,31,52,30,3.89,-0.22,3.67,108.3,104.2,4.1,92.9,0.295,0.089,0.531,0.491,13.7,34.6,0.216,0.471,14.0,71.1,0.248
Boston Celtics,1992,29.2,51,31,51,31,3.62,-0.21,3.41,110.8,107.0,3.8,95.8,0.266,0.05,0.544,0.5,12.7,31.9,0.215,0.469,11.9,68.7,0.22
Golden State Warriors,1992,25.5,55,27,50,32,3.9,-0.14,3.77,113.6,109.9,3.7,103.4,0.351,0.103,0.568,0.524,13.6,31.8,0.262,0.499,14.9,64.2,0.256
San Antonio Spurs,1992,27.3,47,35,50,32,3.32,-0.51,2.81,107.5,104.1,3.4,96.2,0.317,0.057,0.528,0.485,13.9,34.2,0.233,0.469,13.5,69.8,0.224
Detroit Pistons,1992,30.1,48,34,47,35,2.04,0.01,2.06,107.5,105.3,2.2,91.6,0.307,0.077,0.52,0.477,13.5,34.9,0.228,0.468,12.5,68.5,0.204
Seattle SuperSonics,1992,27.3,47,35,46,36,1.88,-0.02,1.86,110.7,108.8,1.9,95.4,0.317,0.091,0.538,0.489,14.0,36.5,0.249,0.491,14.2,66.8,0.269
Indiana Pacers,1992,26.4,40,42,46,36,1.89,-0.04,1.85,111.7,109.9,1.8,99.0,0.334,0.133,0.566,0.518,14.7,31.8,0.264,0.483,12.8,67.4,0.27
Los Angeles Clippers,1992,27.3,45,37,44,38,1.07,0.03,1.1,105.8,104.7,1.1,96.5,0.314,0.071,0.524,0.483,13.6,31.6,0.226,0.475,14.9,67.5,0.244
Los Angeles Lakers,1992,28.3,43,39,38,44,-1.1,0.15,-0.95,107.7,108.9,-1.2,92.5,0.327,0.064,0.516,0.465,12.0,32.7,0.25,0.493,13.8,64.0,0.187
Philadelphia 76ers,1992,27.6,35,47,37,45,-1.27,-0.07,-1.34,108.3,109.7,-1.4,93.7,0.335,0.101,0.539,0.488,13.8,30.9,0.26,0.496,13.0,66.4,0.192
Atlanta Hawks,1992,27.2,38,44,37,45,-1.5,0.35,-1.15,107.3,108.9,-1.6,97.8,0.277,0.09,0.519,0.481,13.0,33.6,0.203,0.497,13.2,68.3,0.209
New Jersey Nets,1992,25.6,40,42,36,46,-1.7,0.15,-1.54,107.0,108.7,-1.7,98.0,0.265,0.088,0.51,0.473,14.1,39.1,0.194,0.488,14.1,66.3,0.247
Houston Rockets,1992,28.0,42,40,36,46,-1.72,-0.22,-1.94,106.2,108.0,-1.8,95.1,0.293,0.139,0.537,0.499,15.0,30.9,0.216,0.477,12.5,66.4,0.209
Milwaukee Bucks,1992,30.2,31,51,36,46,-1.71,0.26,-1.46,108.8,110.6,-1.8,95.5,0.292,0.139,0.529,0.486,14.2,35.9,0.221,0.514,15.3,65.0,0.237
Charlotte Hornets,1992,25.2,31,51,31,51,-3.9,0.33,-3.57,107.1,110.9,-3.8,101.7,0.286,0.049,0.527,0.485,13.0,31.1,0.216,0.51,14.1,65.4,0.222
Miami Heat,1992,24.4,38,44,30,52,-4.21,0.27,-3.94,106.7,110.9,-4.2,97.7,0.33,0.106,0.532,0.479,14.6,33.0,0.26,0.508,13.9,67.6,0.235
Washington Bullets,1992,26.1,25,57,29,53,-4.46,0.11,-4.35,103.9,108.4,-4.5,97.7,0.268,0.074,0.514,0.471,13.3,28.9,0.208,0.493,14.0,66.2,0.235
Sacramento Kings,1992,25.1,29,53,26,56,-6.06,0.44,-5.63,103.9,109.9,-6.0,99.6,0.301,0.094,0.525,0.482,14.3,28.5,0.225,0.493,13.9,64.2,0.233
Orlando Magic,1992,26.6,21,61,23,59,-6.91,0.4,-6.52,103.5,110.5,-7.0,98.0,0.319,0.086,0.514,0.467,14.6,32.4,0.238,0.502,13.5,67.8,0.26
Minnesota Timberwolves,1992,26.4,15,67,23,59,-7.05,0.2,-6.85,105.0,112.4,-7.4,95.1,0.253,0.054,0.505,0.467,12.4,31.5,0.188,0.497,13.0,62.3,0.244
Denver Nuggets,1992,25.7,24,58,21,61,-7.87,0.28,-7.59,100.7,108.6,-7.9,98.6,0.28,0.057,0.493,0.451,14.9,34.8,0.207,0.494,14.7,68.0,0.279
Dallas Mavericks,1992,28.2,22,60,21,61,-7.65,0.18,-7.47,103.0,111.1,-8.1,94.4,0.281,0.112,0.501,0.458,13.1,31.2,0.211,0.483,11.5,67.8,0.259
Seattle SuperSonics,1993,27.7,55,27,59,23,7.07,-0.42,6.66,112.3,104.9,7.4,96.0,0.316,0.085,0.546,0.502,13.5,35.5,0.241,0.489,16.4,67.7,0.26
Chicago Bulls,1993,28.1,57,25,58,24,6.29,-0.1,6.19,112.9,106.1,6.8,92.5,0.271,0.093,0.535,0.499,12.0,36.3,0.199,0.493,15.4,68.7,0.239
Cleveland Cavaliers,1993,28.8,54,28,58,24,6.45,-0.15,6.3,112.7,106.0,6.7,94.8,0.308,0.108,0.565,0.518,12.5,28.1,0.247,0.482,13.1,69.1,0.185
Phoenix Suns,1993,28.2,62,20,57,25,6.66,-0.39,6.27,113.3,106.7,6.6,99.8,0.358,0.154,0.566,0.521,14.2,33.0,0.27,0.496,13.9,69.2,0.206
New York Knicks,1993,28.3,60,22,58,24,6.16,-0.29,5.87,106.1,99.7,6.4,94.5,0.336,0.088,0.526,0.479,14.1,33.1,0.249,0.444,14.9,72.1,0.294
Houston Rockets,1993,27.4,55,27,53,29,4.23,-0.66,3.57,109.6,105.2,4.4,94.4,0.31,0.159,0.557,0.515,14.5,30.0,0.235,0.474,13.4,68.5,0.201
Portland Trail Blazers,1993,28.2,51,31,49,33,3.11,-0.19,2.92,108.3,105.2,3.1,99.1,0.347,0.115,0.526,0.476,12.6,32.7,0.259,0.488,14.8,71.0,0.237
San Antonio Spurs,1993,27.5,49,33,48,34,2.67,-0.46,2.21,109.6,106.8,2.8,95.4,0.347,0.102,0.555,0.507,13.6,27.8,0.265,0.477,12.3,70.1,0.221
Utah Jazz,1993,29.3,47,35,47,35,2.17,-0.43,1.74,109.6,107.4,2.2,96.5,0.365,0.061,0.55,0.498,13.8,31.0,0.279,0.487,13.9,68.7,0.25
Indiana Pacers,1993,26.8,41,41,46,36,1.7,0.08,1.77,111.9,110.1,1.8,96.0,0.342,0.112,0.547,0.498,13.5,34.2,0.262,0.485,12.7,67.4,0.281
Orlando Magic,1993,25.8,41,41,45,37,1.32,0.03,1.35,108.5,107.1,1.4,96.3,0.372,0.133,0.554,0.509,15.5,31.4,0.271,0.473,11.9,68.8,0.232
New Jersey Nets,1993,27.3,43,39,45,37,1.26,-0.05,1.2,106.5,105.2,1.3,96.0,0.319,0.069,0.522,0.473,14.4,35.5,0.244,0.48,14.1,69.5,0.24
Boston Celtics,1993,28.6,48,34,43,39,0.89,0.04,0.93,108.7,107.8,0.9,94.9,0.27,0.054,0.536,0.495,12.9,31.2,0.21,0.479,12.9,69.0,0.251
Los Angeles Clippers,1993,26.7,41,41,42,40,0.35,-0.03,0.33,107.4,107.1,0.3,99.1,0.297,0.067,0.53,0.493,13.9,32.7,0.213,0.489,15.1,66.7,0.263
Charlotte Hornets,1993,25.7,44,38,40,42,-0.24,0.22,-0.02,109.5,109.7,-0.2,100.2,0.329,0.074,0.547,0.499,13.8,31.3,0.254,0.487,12.6,65.0,0.201
Atlanta Hawks,1993,27.1,43,39,39,43,-0.87,0.2,-0.67,109.3,110.2,-0.9,97.6,0.305,0.148,0.534,0.493,14.0,34.8,0.227,0.516,14.6,68.5,0.224
Golden State Warriors,1993,25.0,34,48,38,44,-0.99,0.05,-0.94,109.2,110.2,-1.0,99.5,0.342,0.118,0.543,0.502,14.9,34.2,0.245,0.501,14.0,67.0,0.261
Miami Heat,1993,25.2,36,46,38,44,-1.15,0.21,-0.93,107.7,108.9,-1.2,94.6,0.361,0.137,0.535,0.481,13.9,31.9,0.279,0.495,14.2,69.8,0.274
Los Angeles Lakers,1993,28.0,39,43,38,44,-1.27,0.06,-1.2,107.6,108.9,-1.3,96.2,0.329,0.09,0.534,0.486,13.7,31.4,0.249,0.5,14.3,66.4,0.215
Detroit Pistons,1993,29.9,40,42,37,45,-1.39,0.29,-1.1,107.4,108.9,-1.5,93.2,0.271,0.126,0.511,0.473,12.5,34.6,0.198,0.5,13.5,67.8,0.212
Denver Nuggets,1993,24.8,36,46,36,46,-1.74,-0.4,-2.14,104.6,106.3,-1.7,99.8,0.324,0.062,0.518,0.47,14.5,33.6,0.245,0.476,13.9,68.9,0.263
Sacramento Kings,1993,26.5,25,57,33,49,-3.17,0.17,-3.0,106.5,109.6,-3.1,100.8,0.337,0.108,0.53,0.481,14.1,30.7,0.257,0.502,15.1,66.7,0.292
Milwaukee Bucks,1993,26.9,28,54,31,51,-3.73,0.47,-3.26,106.2,110.1,-3.9,96.1,0.301,0.135,0.535,0.495,14.8,30.5,0.223,0.502,15.7,62.5,0.266
Philadelphia 76ers,1993,27.1,26,56,26,56,-5.77,0.51,-5.25,104.6,110.4,-5.8,98.5,0.319,0.133,0.53,0.479,14.4,28.1,0.251,0.504,13.3,65.9,0.188
Washington Bullets,1993,26.1,22,60,23,59,-7.04,0.55,-6.49,103.6,110.8,-7.2,97.7,0.298,0.082,0.523,0.48,14.2,28.8,0.223,0.51,13.6,67.1,0.219
Minnesota Timberwolves,1993,25.8,19,63,21,61,-7.78,0.16,-7.62,103.6,111.8,-8.2,93.8,0.344,0.087,0.535,0.479,15.9,28.7,0.275,0.503,13.5,66.3,0.269
Dallas Mavericks,1993,24.9,11,71,10,72,-15.2,0.52,-14.68,99.5,114.7,-15.2,99.5,0.299,0.115,0.495,0.455,15.1,31.1,0.21,0.519,13.5,68.1,0.347
Seattle SuperSonics,1994,28.1,63,19,64,18,9.09,-0.41,8.68,111.1,101.5,9.6,95.1,0.344,0.105,0.547,0.501,13.7,34.4,0.256,0.479,18.2,67.3,0.272
New York Knicks,1994,28.9,57,25,60,22,6.99,-0.5,6.48,105.7,98.2,7.5,92.8,0.311,0.135,0.527,0.483,15.1,34.4,0.232,0.451,16.0,71.4,0.261
San Antonio Spurs,1994,29.0,55,27,56,26,5.26,-0.21,5.05,110.4,104.6,5.8,90.1,0.322,0.107,0.537,0.494,13.6,35.6,0.239,0.467,11.7,70.5,0.196
Atlanta Hawks,1994,28.7,57,25,56,26,5.27,-0.33,4.94,107.2,101.7,5.5,94.2,0.294,0.118,0.523,0.48,13.6,34.6,0.221,0.475,16.0,67.7,0.185
Phoenix Suns,1994,28.7,56,26,54,28,4.84,-0.17,4.68,111.7,106.8,4.9,96.7,0.325,0.147,0.548,0.509,13.9,35.2,0.236,0.493,13.5,69.3,0.202
Utah Jazz,1994,29.4,53,29,53,29,4.22,-0.12,4.1,108.6,104.1,4.5,93.1,0.354,0.083,0.537,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267
Houston Rockets,1994,28.1,58,24,53,29,4.32,-0.12,4.19,105.9,101.4,4.5,95.0,0.294,0.191,0.545,0.507,15.0,27.6,0.218,0.458,13.3,69.7,0.192
Cleveland Cavaliers,1994,27.9,47,35,52,30,4.02,-0.39,3.64,109.4,105.1,4.3,91.7,0.335,0.121,0.537,0.487,12.8,31.8,0.258,0.484,14.5,69.0,0.215
Orlando Magic,1994,25.8,50,32,52,30,3.89,-0.21,3.68,110.8,106.7,4.1,95.2,0.341,0.165,0.547,0.514,14.4,33.8,0.231,0.479,13.3,66.3,0.214
Indiana Pacers,1994,27.2,47,35,51,31,3.45,-0.19,3.26,107.8,104.2,3.6,93.3,0.366,0.077,0.547,0.5,16.0,34.4,0.27,0.471,14.9,68.0,0.267
Chicago Bulls,1994,27.7,55,27,50,32,3.09,-0.22,2.87,106.1,102.7,3.4,91.9,0.273,0.097,0.526,0.493,14.6,33.8,0.192,0.482,15.3,70.8,0.225
Miami Heat,1994,26.0,42,40,48,34,2.67,-0.27,2.4,109.5,106.7,2.8,93.8,0.322,0.145,0.538,0.488,14.3,35.3,0.253,0.479,14.5,69.1,0.284
Portland Trail Blazers,1994,28.6,47,35,48,34,2.63,-0.04,2.6,108.1,105.5,2.6,98.8,0.323,0.104,0.518,0.472,12.5,34.4,0.24,0.49,14.8,70.8,0.235
New Jersey Nets,1994,26.6,45,37,47,35,2.2,-0.08,2.11,107.2,104.9,2.3,95.5,0.351,0.096,0.515,0.461,12.7,34.0,0.267,0.475,13.5,69.1,0.212
Golden State Warriors,1994,25.0,50,32,46,36,1.74,0.01,1.76,108.3,106.5,1.8,99.1,0.322,0.12,0.542,0.512,14.9,32.9,0.214,0.488,14.7,64.4,0.21
Denver Nuggets,1994,24.8,42,40,45,37,1.49,0.05,1.54,103.9,102.3,1.6,96.1,0.357,0.088,0.524,0.478,15.3,32.2,0.256,0.453,13.4,69.6,0.252
Charlotte Hornets,1994,27.6,41,41,40,42,-0.22,-0.01,-0.23,108.4,108.6,-0.2,97.5,0.301,0.129,0.543,0.5,13.6,29.2,0.23,0.492,13.2,67.0,0.205
Boston Celtics,1994,27.8,32,50,29,53,-4.28,0.01,-4.28,104.2,108.7,-4.5,95.6,0.284,0.068,0.521,0.482,13.5,29.3,0.207,0.494,13.7,67.8,0.238
Los Angeles Lakers,1994,26.5,33,49,29,53,-4.29,0.36,-3.93,104.8,109.3,-4.5,95.5,0.269,0.11,0.503,0.466,12.8,33.2,0.193,0.492,14.3,63.2,0.24
Los Angeles Clippers,1994,27.0,27,55,26,56,-5.72,0.44,-5.28,102.9,108.6,-5.7,99.6,0.297,0.116,0.521,0.484,15.4,30.4,0.211,0.494,14.0,64.1,0.213
Sacramento Kings,1994,26.7,28,54,26,56,-5.77,0.44,-5.32,103.3,109.2,-5.9,97.5,0.326,0.104,0.516,0.471,14.2,30.4,0.239,0.499,14.2,66.4,0.252
Milwaukee Bucks,1994,26.1,20,62,24,58,-6.48,0.24,-6.24,102.5,109.3,-6.8,94.5,0.32,0.15,0.512,0.471,14.7,31.1,0.225,0.513,15.7,66.5,0.254
Minnesota Timberwolves,1994,26.2,20,62,23,59,-6.93,0.38,-6.55,101.9,109.2,-7.3,94.7,0.352,0.085,0.525,0.471,16.4,30.1,0.272,0.488,12.8,68.0,0.259
Washington Bullets,1994,25.8,24,58,22,60,-7.38,0.25,-7.13,104.5,112.2,-7.7,95.9,0.317,0.109,0.529,0.484,15.3,31.2,0.237,0.526,14.0,66.2,0.206
Philadelphia 76ers,1994,27.2,25,57,21,61,-7.62,0.25,-7.37,101.7,109.7,-8.0,95.7,0.31,0.138,0.518,0.478,15.0,28.0,0.221,0.502,12.8,66.6,0.177
Detroit Pistons,1994,27.5,20,62,21,61,-7.78,0.33,-7.46,102.7,110.9,-8.2,94.2,0.244,0.148,0.511,0.477,13.7,28.4,0.179,0.493,12.8,66.1,0.262
Dallas Mavericks,1994,25.3,13,69,19,63,-8.7,0.5,-8.19,100.4,109.6,-9.2,94.5,0.275,0.109,0.492,0.449,15.0,33.7,0.205,0.513,15.8,66.1,0.283
Utah Jazz,1995,29.6,60,22,61,21,7.99,-0.23,7.76,114.3,105.7,8.6,92.6,0.392,0.126,0.587,0.535,14.8,29.1,0.306,0.496,15.5,72.5,0.292
Seattle SuperSonics,1995,28.7,57,25,61,21,8.18,-0.27,7.91,114.8,106.3,8.5,95.5,0.38,0.194,0.575,0.527,14.1,32.6,0.288,0.492,16.1,68.7,0.278
Orlando Magic,1995,26.6,57,25,59,23,7.06,-0.62,6.44,115.1,107.8,7.3,95.1,0.357,0.205,0.569,0.539,14.0,34.0,0.239,0.49,13.3,68.4,0.22
San Antonio Spurs,1995,29.0,62,20,57,25,5.96,-0.06,5.9,111.7,105.4,6.3,94.6,0.372,0.173,0.562,0.516,13.8,30.9,0.275,0.485,13.0,72.3,0.214
Chicago Bulls,1995,28.1,47,35,54,28,4.83,-0.51,4.32,109.5,104.3,5.2,92.0,0.308,0.177,0.546,0.509,14.5,32.9,0.224,0.488,16.7,68.2,0.263
Phoenix Suns,1995,29.2,59,23,51,31,3.88,-0.02,3.86,114.5,110.4,4.1,95.9,0.338,0.227,0.567,0.524,12.7,29.7,0.255,0.515,14.0,69.8,0.228
Portland Trail Blazers,1995,29.3,44,38,52,30,3.82,-0.02,3.8,109.7,105.7,4.0,93.8,0.313,0.177,0.521,0.483,13.0,37.1,0.218,0.491,14.8,73.5,0.277
Indiana Pacers,1995,28.7,52,30,52,30,3.7,-0.34,3.35,109.6,105.6,4.0,90.0,0.383,0.158,0.557,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.237
Charlotte Hornets,1995,28.0,50,32,50,32,3.28,-0.41,2.87,109.6,106.1,3.5,91.2,0.317,0.219,0.562,0.517,14.3,26.0,0.247,0.485,13.8,68.5,0.202
New York Knicks,1995,29.4,55,27,50,32,3.11,-0.33,2.78,107.2,103.8,3.4,91.2,0.331,0.226,0.55,0.508,15.1,28.6,0.243,0.468,14.4,70.8,0.281
Houston Rockets,1995,28.5,47,35,47,35,2.12,0.2,2.32,109.7,107.4,2.3,94.2,0.31,0.267,0.568,0.529,15.0,26.9,0.232,0.489,13.9,67.7,0.199
Atlanta Hawks,1995,28.2,42,40,45,37,1.28,-0.22,1.06,106.6,105.2,1.4,89.8,0.292,0.237,0.525,0.487,13.9,31.6,0.211,0.495,15.6,68.4,0.215
Denver Nuggets,1995,26.6,41,41,43,39,0.84,0.11,0.96,109.1,108.2,0.9,91.5,0.357,0.18,0.556,0.511,15.6,32.0,0.263,0.487,13.2,70.2,0.257
Cleveland Cavaliers,1995,28.3,43,39,43,39,0.62,-0.07,0.55,105.3,104.6,0.7,84.8,0.317,0.165,0.52,0.472,14.2,31.8,0.241,0.493,15.0,72.4,0.224
Los Angeles Lakers,1995,25.9,48,34,40,42,-0.22,0.21,-0.01,109.1,109.4,-0.3,95.2,0.292,0.21,0.539,0.5,13.4,31.3,0.215,0.5,14.8,64.4,0.224
Sacramento Kings,1995,26.4,39,43,38,44,-1.0,0.26,-0.74,105.5,106.5,-1.0,92.3,0.359,0.16,0.538,0.496,16.2,32.1,0.255,0.481,15.0,67.0,0.28
Miami Heat,1995,27.1,32,50,36,46,-1.63,-0.21,-1.85,108.2,109.9,-1.7,92.9,0.317,0.175,0.54,0.499,14.4,31.7,0.233,0.51,14.9,68.7,0.264
Boston Celtics,1995,27.2,35,47,36,46,-1.88,-0.04,-1.92,108.6,110.6,-2.0,94.0,0.331,0.144,0.537,0.491,14.3,33.1,0.249,0.512,13.6,68.6,0.235
Dallas Mavericks,1995,24.3,36,46,33,49,-2.9,0.51,-2.39,107.6,110.6,-3.0,94.7,0.301,0.163,0.509,0.466,13.9,38.9,0.221,0.519,13.7,69.8,0.208
New Jersey Nets,1995,27.5,30,52,32,50,-3.13,-0.14,-3.28,105.2,108.6,-3.4,92.3,0.342,0.192,0.519,0.467,14.4,33.3,0.26,0.493,12.4,70.9,0.217
Milwaukee Bucks,1995,25.7,34,48,29,53,-4.37,0.07,-4.3,106.2,110.9,-4.7,92.7,0.343,0.205,0.537,0.496,15.5,31.3,0.244,0.53,15.3,68.3,0.23
Golden State Warriors,1995,26.0,26,56,27,55,-5.41,0.51,-4.9,106.7,112.2,-5.5,97.9,0.348,0.233,0.547,0.508,15.9,30.3,0.245,0.522,13.9,66.5,0.216
Philadelphia 76ers,1995,25.1,24,58,27,55,-5.07,0.01,-5.06,104.1,109.7,-5.6,91.0,0.323,0.142,0.521,0.475,15.3,32.3,0.238,0.5,14.6,66.1,0.235
Washington Bullets,1995,24.5,21,61,26,56,-5.6,0.04,-5.56,105.4,111.3,-5.9,94.5,0.292,0.183,0.529,0.492,14.3,29.3,0.211,0.512,14.9,66.7,0.262
Detroit Pistons,1995,26.9,28,54,22,60,-7.29,0.21,-7.08,105.1,112.9,-7.8,93.2,0.293,0.21,0.538,0.499,15.0,28.3,0.217,0.51,14.2,65.8,0.299
Los Angeles Clippers,1995,24.9,17,65,18,64,-9.16,0.73,-8.43,101.5,111.1,-9.6,94.3,0.302,0.153,0.508,0.468,14.6,29.6,0.214,0.526,16.6,65.7,0.29
Minnesota Timberwolves,1995,25.4,21,61,18,64,-9.0,0.78,-8.22,102.6,112.4,-9.8,91.4,0.379,0.163,0.532,0.475,16.2,27.7,0.293,0.51,14.8,64.1,0.28
Chicago Bulls,1996,29.9,72,10,70,12,12.24,-0.44,11.8,115.2,101.8,13.4,91.1,0.291,0.196,0.555,0.517,13.1,36.9,0.217,0.482,16.1,71.1,0.222
Seattle SuperSonics,1996,29.6,64,18,61,21,7.79,-0.4,7.4,110.3,102.1,8.2,93.8,0.379,0.249,0.574,0.526,16.2,29.7,0.288,0.479,16.7,69.5,0.252
Utah Jazz,1996,29.5,55,27,59,23,6.59,-0.34,6.25,113.3,106.1,7.2,90.0,0.359,0.158,0.566,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.295
San Antonio Spurs,1996,29.4,59,23,58,24,6.3,-0.33,5.98,110.2,103.5,6.7,93.3,0.342,0.2,0.558,0.516,13.6,27.5,0.252,0.472,13.9,70.0,0.216
Orlando Magic,1996,27.7,60,22,56,26,5.56,-0.16,5.4,112.9,106.9,6.0,91.8,0.336,0.248,0.562,0.529,13.2,29.0,0.232,0.491,14.0,68.8,0.223
Los Angeles Lakers,1996,27.1,53,29,53,29,4.45,-0.24,4.21,111.4,106.6,4.8,92.4,0.306,0.203,0.555,0.515,13.3,30.1,0.228,0.491,14.9,66.8,0.205
Indiana Pacers,1996,29.4,52,30,50,32,3.24,-0.14,3.11,110.8,107.2,3.6,89.3,0.389,0.157,0.56,0.509,15.5,33.0,0.294,0.491,14.7,69.3,0.271
Cleveland Cavaliers,1996,27.5,47,35,49,33,2.59,-0.09,2.49,109.9,106.7,3.2,82.3,0.296,0.264,0.551,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.242
Detroit Pistons,1996,26.8,46,36,49,33,2.5,-0.05,2.45,107.9,105.1,2.8,87.7,0.36,0.221,0.551,0.504,14.6,28.0,0.271,0.483,13.7,71.7,0.229
Portland Trail Blazers,1996,28.1,44,38,48,34,2.35,-0.14,2.21,106.0,103.5,2.5,92.6,0.347,0.203,0.528,0.494,15.2,33.4,0.23,0.478,13.5,73.4,0.236
New York Knicks,1996,30.4,47,35,48,34,2.32,-0.08,2.24,106.0,103.5,2.5,91.0,0.306,0.201,0.55,0.509,14.9,25.5,0.232,0.476,14.8,71.1,0.251
Houston Rockets,1996,29.0,48,34,46,36,1.74,-0.12,1.63,109.3,107.4,1.9,93.2,0.317,0.265,0.555,0.512,14.1,26.9,0.243,0.495,13.6,68.6,0.206
Miami Heat,1996,27.4,42,40,45,37,1.43,0.03,1.46,105.3,103.8,1.5,91.1,0.345,0.23,0.541,0.501,16.0,30.1,0.245,0.469,14.8,71.8,0.298
Atlanta Hawks,1996,28.1,46,36,45,37,1.22,0.07,1.29,109.4,108.0,1.4,89.6,0.302,0.239,0.534,0.49,14.0,34.0,0.229,0.512,16.3,67.1,0.217
Washington Bullets,1996,24.8,39,43,44,38,1.06,-0.07,0.99,108.7,107.6,1.1,93.7,0.314,0.183,0.558,0.521,15.0,28.2,0.228,0.489,15.0,67.8,0.274
Phoenix Suns,1996,27.9,41,41,42,40,0.33,-0.05,0.28,110.3,110.0,0.3,93.2,0.37,0.147,0.551,0.498,13.5,29.8,0.286,0.511,13.3,71.4,0.225
Charlotte Hornets,1996,27.8,41,41,39,43,-0.57,0.09,-0.48,111.2,111.8,-0.6,91.6,0.32,0.23,0.558,0.514,14.1,29.5,0.246,0.529,13.9,70.3,0.217
Golden State Warriors,1996,27.0,36,46,37,45,-1.45,0.03,-1.42,108.4,109.9,-1.5,93.4,0.349,0.179,0.539,0.489,14.8,33.9,0.265,0.51,15.2,67.2,0.232
Denver Nuggets,1996,26.8,35,47,33,49,-2.71,0.09,-2.62,105.2,108.1,-2.9,92.2,0.326,0.172,0.526,0.481,14.2,30.7,0.242,0.492,12.8,72.7,0.237
Sacramento Kings,1996,26.6,39,43,33,49,-2.71,0.09,-2.62,106.2,109.1,-2.9,93.4,0.371,0.184,0.54,0.493,16.0,32.5,0.271,0.498,15.1,69.0,0.302
Boston Celtics,1996,26.3,33,49,32,50,-3.4,0.03,-3.37,106.4,109.9,-3.5,96.2,0.329,0.209,0.534,0.494,14.1,28.8,0.235,0.511,14.3,70.0,0.258
Los Angeles Clippers,1996,25.2,29,53,31,51,-3.6,0.13,-3.46,106.5,110.3,-3.8,93.2,0.3,0.208,0.544,0.511,15.3,29.3,0.21,0.512,15.2,67.9,0.282
New Jersey Nets,1996,27.4,30,52,29,53,-4.23,0.09,-4.14,101.9,106.5,-4.6,90.9,0.332,0.111,0.497,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223
Dallas Mavericks,1996,25.1,26,56,28,54,-4.9,0.19,-4.71,106.1,111.2,-5.1,95.4,0.266,0.274,0.507,0.47,13.3,34.1,0.192,0.526,14.7,68.6,0.222
Minnesota Timberwolves,1996,26.4,26,56,26,56,-5.35,0.22,-5.14,104.1,109.8,-5.7,93.5,0.357,0.132,0.535,0.48,16.0,29.8,0.277,0.509,15.0,68.7,0.267
Milwaukee Bucks,1996,27.5,25,57,26,56,-5.3,0.38,-4.92,105.6,111.5,-5.9,90.2,0.295,0.163,0.534,0.495,15.0,29.7,0.218,0.52,14.1,68.4,0.248
Toronto Raptors,1996,26.1,21,61,21,61,-7.51,0.31,-7.2,103.8,111.8,-8.0,93.2,0.296,0.177,0.536,0.499,17.2,32.0,0.214,0.514,14.7,66.8,0.272
Philadelphia 76ers,1996,26.1,18,64,16,66,-10.0,0.55,-9.45,102.2,113.0,-10.8,92.2,0.353,0.224,0.522,0.474,16.0,29.4,0.259,0.522,14.4,65.0,0.217
Vancouver Grizzlies,1996,27.2,15,67,15,67,-9.98,0.43,-9.55,97.6,108.5,-10.9,91.0,0.308,0.174,0.5,0.456,15.5,27.3,0.223,0.51,16.1,66.3,0.241
Chicago Bulls,1997,30.7,69,13,68,14,10.8,-0.11,10.7,114.4,102.4,12.0,90.0,0.267,0.203,0.547,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196
