# Tm,Pos,Player,Season,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
ORV,G,Steve Nash,2004,29,DAL,75,615,0.122,3.0,,,78,33.5,14.5,3.0,8.8,0.9,0.1,0.47,0.405,0.916,8.8,0.162
ORV,F,Paul Pierce,2004,26,BOS,68,615,0.111,0.0,,,80,38.7,23.0,6.5,5.1,1.6,0.7,0.402,0.299,0.819,7.1,0.109
ORV,F,LeBron James,2004,19,CLE,48,615,0.078,1.0,,,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078
ORV,F,Andrei Kirilenko,2004,22,UTA,48,615,0.078,0.0,,,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192
ORV,G,Stephon Marbury,2004,26,TOT,44,615,0.072,0.0,,,81,40.2,20.2,3.2,8.9,1.6,0.1,0.431,0.318,0.817,9.1,0.134
ORV,F,Lamar Odom,2004,24,MIA,20,615,0.033,0.0,,,80,37.5,17.1,9.7,4.1,1.1,0.9,0.43,0.298,0.742,8.4,0.134
ORV,G,Mike Bibby,2004,25,SAC,18,615,0.029,1.0,,,82,36.3,18.4,3.4,5.4,1.4,0.2,0.45,0.392,0.815,9.3,0.151
ORV,F,Zach Randolph,2004,22,POR,18,615,0.029,0.0,,,81,37.9,20.1,10.5,2.0,0.8,0.5,0.485,0.2,0.761,7.1,0.111
ORV,F,Vince Carter,2004,27,TOR,16,615,0.026,0.0,,,73,38.2,22.5,4.8,4.8,1.2,0.9,0.417,0.383,0.806,6.0,0.103
ORV,F,Carmelo Anthony,2004,19,DEN,14,615,0.023,0.0,,,82,36.5,21.0,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098
ORV,G,Chauncey Billups,2004,27,DET,12,615,0.02,0.0,,,78,35.4,16.9,3.5,5.7,1.1,0.1,0.394,0.388,0.878,11.3,0.198
ORV,C,Brad Miller,2004,27,SAC,12,615,0.02,0.0,,,72,36.4,14.1,10.3,4.3,0.9,1.2,0.51,0.316,0.778,10.0,0.184
ORV,C,Jamaal Magloire,2004,25,NOH,9,615,0.015,0.0,,,82,33.9,13.6,10.3,1.0,0.5,1.2,0.473,0.0,0.751,7.6,0.131
ORV,C,Pau Gasol,2004,23,MEM,8,615,0.013,0.0,,,78,31.5,17.7,7.7,2.5,0.6,1.7,0.482,0.267,0.714,8.1,0.159
ORV,G,Allen Iverson,2004,28,PHI,8,615,0.013,0.0,,,48,42.5,26.4,3.7,6.8,2.4,0.1,0.387,0.286,0.745,2.8,0.066
ORV,G,Ray Allen,2004,28,SEA,6,615,0.01,0.0,,,56,38.4,23.0,5.1,4.8,1.3,0.2,0.44,0.392,0.904,6.9,0.153
ORV,F,Elton Brand,2004,24,LAC,5,615,0.008,0.0,,,69,38.7,20.0,10.3,3.3,0.9,2.2,0.493,0.0,0.773,9.7,0.174
ORV,C,Erick Dampier,2004,28,GSW,4,615,0.007,0.0,,,74,32.5,12.3,12.0,0.8,0.4,1.9,0.535,0.0,0.654,8.9,0.178
ORV,G,Michael Finley,2004,30,DAL,4,615,0.007,0.0,,,72,38.6,18.6,4.5,2.9,1.2,0.5,0.443,0.405,0.85,7.6,0.131
ORV,G,Manu Ginóbili,2004,26,SAS,4,615,0.007,0.0,,,77,29.4,12.8,4.5,3.8,1.8,0.2,0.418,0.359,0.802,9.1,0.194
ORV,C,Zydrunas Ilgauskas,2004,28,CLE,4,615,0.007,0.0,,,81,31.3,15.3,8.1,1.3,0.5,2.5,0.483,0.286,0.746,7.8,0.147
ORV,F,Amar'e Stoudemire,2004,21,PHO,4,615,0.007,0.0,,,55,36.8,20.6,9.0,1.4,1.2,1.6,0.475,0.2,0.713,4.4,0.105
ORV,G,Jason Williams,2004,28,MEM,4,615,0.007,0.0,,,72,29.4,10.9,2.0,6.8,1.3,0.1,0.407,0.33,0.837,5.4,0.122
ORV,G,Richard Hamilton,2004,25,DET,3,615,0.005,0.0,,,78,35.5,17.6,3.6,4.0,1.3,0.2,0.455,0.265,0.868,8.1,0.141
ORV,F,Shawn Marion,2004,25,PHO,2,615,0.003,0.0,0.0,2.0,79,40.7,19.0,9.3,2.7,2.1,1.3,0.44,0.34,0.851,9.1,0.135
ORV,G,Tony Parker,2004,21,SAS,2,615,0.003,0.0,0.0,2.0,75,34.4,14.7,3.2,5.5,0.8,0.1,0.447,0.312,0.702,7.5,0.14
ORV,F,Rasheed Wallace,2004,29,TOT,2,615,0.003,0.0,0.0,2.0,68,35.1,16.0,6.8,2.3,0.9,1.8,0.436,0.331,0.736,6.2,0.125
ORV,F,Carlos Boozer,2004,22,CLE,1,615,0.002,0.0,0.0,1.0,75,34.6,15.5,11.4,2.0,1.0,0.7,0.523,0.167,0.768,9.4,0.174
ORV,G,Steve Francis,2004,26,HOU,1,615,0.002,0.0,0.0,1.0,79,40.4,16.6,5.5,6.2,1.8,0.4,0.403,0.292,0.775,7.1,0.107
ORV,G,Corey Maggette,2004,24,LAC,1,615,0.002,0.0,0.0,1.0,73,36.0,20.7,5.9,3.1,0.9,0.2,0.447,0.329,0.848,8.6,0.157
ORV,F,Kenyon Martin,2004,26,NJN,1,615,0.002,0.0,0.0,1.0,65,34.6,16.7,9.5,2.5,1.5,1.3,0.488,0.28,0.684,6.7,0.142
ORV,C,Theo Ratliff,2004,30,TOT,1,615,0.002,0.0,0.0,1.0,85,31.3,7.9,7.2,0.8,0.6,3.6,0.485,0.0,0.645,5.2,0.094
1st,C,Shaquille O'Neal,2005,32,MIA,616,620,0.994,122.0,,,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,0.0,0.461,11.0,0.211
1st,G,Steve Nash,2005,30,PHO,606,620,0.977,118.0,,,75,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203
1st,F,Tim Duncan,2005,28,SAS,553,620,0.892,95.0,,,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245
1st,F,Dirk Nowitzki,2005,26,DAL,510,620,0.823,75.0,,,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248
1st,G,Allen Iverson,2005,29,PHI,498,620,0.803,69.0,,,75,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,9.0,0.136
2nd,F,LeBron James,2005,20,CLE,421,620,0.679,45.0,,,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203
2nd,G,Dwyane Wade,2005,23,MIA,417,620,0.673,35.0,,,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11.0,0.177
2nd,F,Kevin Garnett,2005,28,MIN,408,620,0.658,34.0,,,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248
2nd,C,Amar'e Stoudemire,2005,22,PHO,367,620,0.592,9.0,,,80,36.1,26.0,8.9,1.6,1.0,1.6,0.559,0.188,0.733,14.6,0.243
2nd,G,Ray Allen,2005,29,SEA,177,620,0.285,1.0,,,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168
3rd,F,Tracy McGrady,2005,25,HOU,264,620,0.426,15.0,,,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12.0,0.18
3rd,F,Shawn Marion,2005,26,PHO,134,620,0.216,0.0,,,81,38.8,19.4,11.3,1.9,2.0,1.5,0.476,0.334,0.833,12.5,0.191
3rd,G,Kobe Bryant,2005,26,LAL,108,620,0.174,1.0,,,66,40.7,27.6,5.9,6.0,1.3,0.8,0.433,0.339,0.816,8.1,0.145
3rd,C,Ben Wallace,2005,30,DET,105,620,0.169,0.0,,,74,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153
3rd,G,Gilbert Arenas,2005,23,WAS,104,620,0.168,1.0,,,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169
ORV,C,Yao Ming,2005,24,HOU,82,620,0.132,0.0,,,80,30.6,18.3,8.4,0.8,0.4,2.0,0.552,0.0,0.783,10.7,0.21
ORV,F,Vince Carter,2005,28,TOT,63,620,0.102,0.0,,,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159
ORV,G,Jason Kidd,2005,31,NJN,16,620,0.026,0.0,,,66,36.9,14.4,7.4,8.3,1.9,0.1,0.398,0.36,0.74,7.2,0.143
ORV,F,Paul Pierce,2005,27,BOS,15,620,0.024,0.0,,,82,36.1,21.6,6.6,4.2,1.6,0.5,0.455,0.37,0.822,11.2,0.182
ORV,C,Marcus Camby,2005,30,DEN,14,620,0.023,0.0,,,66,30.5,10.3,10.0,2.3,0.9,3.0,0.465,0.0,0.723,5.8,0.138
ORV,F,Rashard Lewis,2005,25,SEA,13,620,0.021,0.0,,,71,38.0,20.5,5.5,1.3,1.1,0.9,0.462,0.4,0.777,8.4,0.15
ORV,G,Manu Ginóbili,2005,27,SAS,12,620,0.019,0.0,,,74,29.6,16.0,4.4,3.9,1.6,0.4,0.471,0.376,0.803,11.0,0.24
ORV,C,Zydrunas Ilgauskas,2005,29,CLE,11,620,0.018,0.0,,,78,33.5,16.9,8.6,1.3,0.7,2.1,0.468,0.286,0.799,8.1,0.149
ORV,C,Jermaine O'Neal,2005,26,IND,8,620,0.013,0.0,,,44,34.8,24.3,8.8,1.9,0.6,2.0,0.452,0.167,0.754,3.8,0.118
ORV,G,Tony Parker,2005,22,SAS,7,620,0.011,0.0,,,80,34.2,16.6,3.7,6.1,1.2,0.1,0.482,0.276,0.65,8.1,0.141
ORV,G,Mike Bibby,2005,26,SAC,6,620,0.01,0.0,,,80,38.6,19.6,4.2,6.8,1.6,0.4,0.443,0.36,0.775,8.5,0.133
ORV,F,Elton Brand,2005,25,LAC,6,620,0.01,0.0,,,81,37.0,20.0,9.5,2.6,0.8,2.1,0.503,0.0,0.752,10.6,0.169
ORV,F,Grant Hill,2005,32,ORL,6,620,0.01,0.0,,,67,34.9,19.7,4.7,3.3,1.4,0.4,0.509,0.231,0.821,6.6,0.136
ORV,F,Carmelo Anthony,2005,20,DEN,5,620,0.008,0.0,,,75,34.8,20.8,5.7,2.6,0.9,0.4,0.431,0.266,0.796,4.9,0.09
ORV,F,Antawn Jamison,2005,28,WAS,5,620,0.008,0.0,,,68,38.3,19.6,7.6,2.3,0.8,0.2,0.437,0.341,0.76,5.4,0.1
ORV,G,Richard Hamilton,2005,26,DET,3,620,0.005,0.0,,,76,38.5,18.7,3.9,4.9,1.0,0.2,0.44,0.305,0.858,7.4,0.121
ORV,F,Tayshaun Prince,2005,24,DET,3,620,0.005,0.0,,,82,37.1,14.7,5.3,3.0,0.7,0.9,0.487,0.341,0.807,9.4,0.149
ORV,G,Chauncey Billups,2005,28,DET,2,620,0.003,0.0,0.0,2.0,80,35.8,16.5,3.4,5.8,1.0,0.1,0.442,0.426,0.898,12.1,0.202
ORV,F,Chris Bosh,2005,20,TOR,2,620,0.003,0.0,0.0,2.0,81,37.2,16.8,8.9,1.9,0.9,1.4,0.471,0.3,0.76,6.8,0.108
ORV,G,Stephon Marbury,2005,27,NYK,2,620,0.003,0.0,0.0,2.0,82,40.0,21.7,3.0,8.1,1.5,0.1,0.462,0.354,0.834,11.7,0.171
ORV,G,Reggie Miller,2005,39,IND,2,620,0.003,0.0,0.0,2.0,66,31.9,14.8,2.4,2.2,0.8,0.1,0.437,0.322,0.933,6.6,0.151
ORV,G,Michael Redd,2005,25,MIL,2,620,0.003,0.0,0.0,2.0,75,38.0,23.0,4.2,2.3,0.8,0.1,0.441,0.355,0.854,6.2,0.105
ORV,G,Larry Hughes,2005,26,WAS,1,620,0.002,0.0,0.0,1.0,61,38.7,22.0,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157
ORV,G,Corey Maggette,2005,25,LAC,1,620,0.002,0.0,0.0,1.0,66,36.9,22.2,6.0,3.4,1.1,0.1,0.431,0.304,0.857,8.1,0.16
ORV,F,Kenyon Martin,2005,27,DEN,1,620,0.002,0.0,0.0,1.0,70,32.5,15.5,7.3,2.4,1.4,1.1,0.49,0.0,0.646,5.3,0.111
ORV,C,Brad Miller,2005,28,SAC,1,620,0.002,0.0,0.0,1.0,56,37.3,15.6,9.3,3.9,1.2,1.2,0.524,0.263,0.812,8.6,0.198
ORV,F,Peja Stojaković,2005,27,SAC,1,620,0.002,0.0,0.0,1.0,66,38.4,20.1,4.3,2.1,1.2,0.2,0.444,0.402,0.92,7.3,0.137
1st,F,LeBron James,2006,21,CLE,610,630,0.968,116.0,,,79,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232
1st,G,Kobe Bryant,2006,27,LAL,597,630,0.948,110.0,,,80,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224
1st,F,Dirk Nowitzki,2006,27,DAL,584,630,0.927,105.0,,,81,38.1,26.6,9.0,2.8,0.7,1.0,0.48,0.406,0.901,17.7,0.275
1st,G,Steve Nash,2006,31,PHO,583,630,0.925,106.0,,,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212
1st,C,Shaquille O'Neal,2006,33,MIA,402,630,0.638,45.0,,,59,30.6,20.0,9.2,1.9,0.4,1.8,0.6,0.0,0.469,6.2,0.164
2nd,G,Chauncey Billups,2006,29,DET,378,630,0.6,21.0,,,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254
2nd,G,Dwyane Wade,2006,24,MIA,373,630,0.592,13.0,,,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239
2nd,C,Ben Wallace,2006,31,DET,363,630,0.576,44.0,,,82,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0.0,0.416,10.1,0.168
2nd,F,Elton Brand,2006,26,LAC,309,630,0.49,15.0,,,79,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229
2nd,F,Tim Duncan,2006,29,SAS,277,630,0.44,17.0,,,80,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187
3rd,F,Shawn Marion,2006,27,PHO,270,630,0.429,4.0,,,81,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214
3rd,C,Yao Ming,2006,25,HOU,261,630,0.414,30.0,,,57,34.2,22.3,10.2,1.5,0.5,1.6,0.519,0.0,0.853,8.6,0.211
3rd,G,Allen Iverson,2006,30,PHI,104,630,0.165,1.0,,,72,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165
3rd,F,Carmelo Anthony,2006,21,DEN,97,630,0.154,0.0,,,80,36.8,26.5,4.9,2.7,1.1,0.5,0.481,0.243,0.808,9.4,0.153
3rd,G,Gilbert Arenas,2006,24,WAS,79,630,0.125,0.0,,,80,42.3,29.3,3.5,6.1,2.0,0.3,0.447,0.369,0.82,13.6,0.193
ORV,F,Kevin Garnett,2006,29,MIN,94,630,0.149,0.0,,,76,38.9,21.8,12.7,4.1,1.4,1.4,0.526,0.267,0.81,14.9,0.242
ORV,G,Tony Parker,2006,23,SAS,66,630,0.105,0.0,,,80,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169
ORV,C,Pau Gasol,2006,25,MEM,49,630,0.078,0.0,,,80,39.2,20.4,8.9,4.6,0.6,1.9,0.503,0.25,0.689,12.0,0.184
ORV,F,Vince Carter,2006,29,NJN,47,630,0.075,0.0,,,79,36.8,24.2,5.8,4.3,1.2,0.7,0.43,0.341,0.799,9.3,0.153
ORV,F,Paul Pierce,2006,28,BOS,29,630,0.046,0.0,,,79,39.0,26.8,6.7,4.7,1.4,0.4,0.471,0.354,0.772,11.5,0.178
ORV,G,Jason Kidd,2006,32,NJN,20,630,0.032,0.0,,,80,37.2,13.3,7.3,8.4,1.9,0.4,0.404,0.352,0.795,10.1,0.163
ORV,C,Dwight Howard,2006,20,ORL,11,630,0.017,0.0,,,82,36.8,15.8,12.5,1.5,0.8,1.4,0.531,0.0,0.595,8.6,0.137
ORV,C,Marcus Camby,2006,31,DEN,9,630,0.014,0.0,,,56,33.2,12.8,11.9,2.1,1.4,3.3,0.465,0.091,0.712,5.5,0.141
ORV,G,Richard Hamilton,2006,27,DET,9,630,0.014,0.0,,,80,35.3,20.1,3.2,3.4,0.7,0.2,0.491,0.458,0.845,7.6,0.13
ORV,F,Rasheed Wallace,2006,31,DET,8,630,0.013,1.0,,,80,34.8,15.1,6.8,2.3,1.0,1.6,0.43,0.357,0.743,8.9,0.154
ORV,C,Zydrunas Ilgauskas,2006,30,CLE,5,630,0.008,0.0,,,78,29.3,15.6,7.6,1.2,0.5,1.7,0.506,0.0,0.834,8.7,0.184
ORV,C,Nenad Krstić,2006,22,NJN,5,630,0.008,0.0,,,80,30.9,13.5,6.4,1.1,0.4,0.8,0.507,0.25,0.698,5.4,0.105
ORV,G,Ray Allen,2006,30,SEA,4,630,0.006,0.0,,,78,38.7,25.1,4.3,3.7,1.3,0.2,0.454,0.412,0.903,9.5,0.15
ORV,C,Mehmet Okur,2006,26,UTA,4,630,0.006,0.0,,,82,35.9,18.0,9.1,2.4,0.5,0.9,0.46,0.342,0.78,9.3,0.152
ORV,G,Michael Redd,2006,26,MIL,4,630,0.006,0.0,,,80,39.1,25.4,4.3,2.9,1.2,0.1,0.45,0.395,0.877,10.8,0.166
ORV,C,Brad Miller,2006,29,SAC,3,630,0.005,0.0,,,79,37.0,15.0,7.8,4.7,0.8,0.8,0.495,0.386,0.828,9.1,0.15
ORV,G,Sam Cassell,2006,36,LAC,2,630,0.003,0.0,0.0,2.0,78,34.0,17.2,3.7,6.3,0.9,0.1,0.443,0.368,0.863,7.6,0.137
ORV,G,Joe Johnson,2006,24,ATL,2,630,0.003,0.0,0.0,2.0,82,40.7,20.2,4.1,6.5,1.3,0.4,0.453,0.356,0.791,6.0,0.086
ORV,G,Mike Bibby,2006,27,SAC,1,630,0.002,0.0,0.0,1.0,82,38.6,21.1,2.9,5.4,1.0,0.1,0.432,0.386,0.849,8.4,0.127
ORV,F,Chris Bosh,2006,21,TOR,1,630,0.002,0.0,0.0,1.0,70,39.3,22.5,9.2,2.6,0.7,1.1,0.505,0.0,0.816,9.8,0.17
ORV,F,Boris Diaw,2006,23,PHO,1,630,0.002,0.0,0.0,1.0,81,35.5,13.3,6.9,6.2,0.7,1.0,0.526,0.267,0.731,8.9,0.149
ORV,F,Antawn Jamison,2006,29,WAS,1,630,0.002,0.0,0.0,1.0,82,40.1,20.5,9.3,1.9,1.1,0.1,0.442,0.394,0.731,8.2,0.119
ORV,C,Chris Kaman,2006,23,LAC,1,630,0.002,0.0,0.0,1.0,78,32.8,11.9,9.6,1.0,0.6,1.4,0.523,0.0,0.77,6.1,0.114
ORV,F,Andrei Kirilenko,2006,24,UTA,1,630,0.002,0.0,0.0,1.0,69,37.7,15.3,8.0,4.3,1.5,3.2,0.46,0.308,0.699,7.9,0.145
ORV,G,Chris Paul,2006,20,NOK,1,630,0.002,0.0,0.0,1.0,78,36.0,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178
1st,G,Steve Nash,2007,32,PHO,645,645,1.0,129.0,0.0,0.0,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225
1st,G,Kobe Bryant,2007,28,LAL,643,645,0.997,128.0,1.0,0.0,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199
1st,F,Dirk Nowitzki,2007,28,DAL,634,645,0.983,125.0,,,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278
1st,F,Tim Duncan,2007,30,SAS,573,645,0.888,94.0,,,80,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23
1st,C,Amar'e Stoudemire,2007,24,PHO,351,645,0.544,36.0,,,82,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,11.2,0.201
2nd,F,LeBron James,2007,22,CLE,494,645,0.766,64.0,,,78,40.9,27.3,6.7,6.0,1.6,0.7,0.476,0.319,0.698,13.7,0.206
2nd,C,Yao Ming,2007,26,HOU,333,645,0.516,38.0,,,48,33.8,25.0,9.4,2.0,0.4,2.0,0.516,0.0,0.862,7.4,0.22
2nd,G,Gilbert Arenas,2007,25,WAS,295,645,0.457,0.0,,,74,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,10.8,0.177
2nd,G,Tracy McGrady,2007,27,HOU,278,645,0.431,10.0,,,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163
2nd,F,Chris Bosh,2007,22,TOR,234,645,0.363,8.0,,,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174
3rd,G,Dwyane Wade,2007,25,MIA,241,645,0.374,1.0,,,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219
3rd,F,Kevin Garnett,2007,30,MIN,225,645,0.349,5.0,,,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171
3rd,F,Carmelo Anthony,2007,22,DEN,142,645,0.22,1.0,,,65,38.2,28.9,6.0,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14
3rd,C,Dwight Howard,2007,21,ORL,108,645,0.167,1.0,,,82,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154
3rd,G,Chauncey Billups,2007,30,DET,86,645,0.133,0.0,,,70,36.2,17.0,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216
ORV,F,Carlos Boozer,2007,25,UTA,127,645,0.197,0.0,,,74,34.6,20.9,11.7,3.0,0.9,0.3,0.561,0.0,0.685,9.9,0.185
ORV,C,Shaquille O'Neal,2007,34,MIA,70,645,0.109,3.0,,,40,28.4,17.3,7.4,2.0,0.2,1.4,0.591,0.0,0.422,2.8,0.119
ORV,G,Jason Kidd,2007,33,NJN,58,645,0.09,0.0,,,80,36.7,13.0,8.2,9.2,1.6,0.3,0.406,0.343,0.778,9.3,0.152
ORV,C,Marcus Camby,2007,32,DEN,42,645,0.065,2.0,,,70,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0.0,0.729,7.6,0.155
ORV,F,Shawn Marion,2007,28,PHO,41,645,0.064,0.0,,,80,37.6,17.5,9.8,1.7,2.0,1.5,0.524,0.317,0.81,12.0,0.191
ORV,G,Allen Iverson,2007,31,TOT,39,645,0.06,0.0,,,65,42.5,26.3,3.0,7.2,1.9,0.2,0.442,0.315,0.795,6.2,0.108
ORV,G,Tony Parker,2007,24,SAS,39,645,0.06,0.0,,,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185
ORV,F,Vince Carter,2007,30,NJN,15,645,0.023,0.0,,,82,38.1,25.2,6.0,4.8,1.0,0.4,0.454,0.357,0.802,10.5,0.161
ORV,G,Deron Williams,2007,22,UTA,15,645,0.023,0.0,,,80,36.9,16.2,3.3,9.3,1.0,0.2,0.456,0.322,0.767,7.2,0.117
ORV,F,Josh Howard,2007,26,DAL,11,645,0.017,0.0,,,70,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173
ORV,F,Elton Brand,2007,27,LAC,8,645,0.012,0.0,,,80,38.5,20.5,9.3,2.9,1.0,2.2,0.533,1.0,0.761,11.5,0.18
ORV,F,Mehmet Okur,2007,27,UTA,7,645,0.011,0.0,,,80,33.3,17.6,7.2,2.0,0.5,0.5,0.462,0.384,0.765,8.8,0.158
ORV,G,Baron Davis,2007,27,GSW,6,645,0.009,0.0,,,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139
ORV,G,Michael Redd,2007,27,MIL,6,645,0.009,0.0,,,53,38.4,26.7,3.7,2.3,1.2,0.2,0.465,0.382,0.829,6.1,0.145
ORV,G,Ray Allen,2007,31,SEA,5,645,0.008,0.0,,,55,40.3,26.4,4.5,4.1,1.5,0.2,0.438,0.372,0.903,6.3,0.136
ORV,G,Richard Hamilton,2007,28,DET,4,645,0.006,0.0,,,75,36.8,19.8,3.8,3.8,0.8,0.2,0.468,0.341,0.861,8.1,0.141
ORV,G,Ben Gordon,2007,23,CHI,3,645,0.005,0.0,,,82,33.0,21.4,3.1,3.6,0.8,0.2,0.455,0.413,0.864,8.6,0.152
ORV,G,Joe Johnson,2007,25,ATL,3,645,0.005,0.0,,,57,41.4,25.0,4.2,4.4,1.1,0.2,0.471,0.381,0.748,5.1,0.105
ORV,G,Chris Paul,2007,21,NOK,3,645,0.005,0.0,,,64,36.8,17.3,4.4,8.9,1.8,0.0,0.437,0.35,0.818,8.8,0.179
ORV,C,Eddy Curry,2007,24,NYK,2,645,0.003,0.0,0.0,2.0,81,35.2,19.5,7.0,0.8,0.4,0.5,0.576,1.0,0.615,4.7,0.079
ORV,F,Paul Pierce,2007,29,BOS,2,645,0.003,0.0,0.0,2.0,47,37.0,25.0,5.9,4.1,1.0,0.3,0.439,0.389,0.796,5.4,0.148
ORV,G,Jason Terry,2007,29,DAL,2,645,0.003,0.0,0.0,2.0,81,35.1,16.7,2.9,5.2,1.0,0.2,0.484,0.438,0.804,10.8,0.182
ORV,C,Ben Wallace,2007,32,CHI,2,645,0.003,0.0,0.0,2.0,77,35.0,6.4,10.7,2.4,1.4,2.0,0.453,0.2,0.408,8.2,0.146
ORV,C,Tyson Chandler,2007,24,NOK,1,645,0.002,0.0,0.0,1.0,73,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0.0,0.527,7.9,0.15
ORV,F,Luol Deng,2007,21,CHI,1,645,0.002,0.0,0.0,1.0,82,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176
ORV,C,Pau Gasol,2007,26,MEM,1,645,0.002,0.0,0.0,1.0,59,36.2,20.8,9.8,3.4,0.5,2.1,0.538,0.273,0.748,6.9,0.155
ORV,G,Manu Ginóbili,2007,29,SAS,1,645,0.002,0.0,0.0,1.0,75,27.5,16.5,4.4,3.5,1.5,0.4,0.464,0.396,0.86,10.6,0.246
ORV,C,Jermaine O'Neal,2007,28,IND,1,645,0.002,0.0,0.0,1.0,69,35.6,19.4,9.6,2.4,0.7,2.6,0.436,0.0,0.767,4.7,0.091
ORV,F,Chris Webber,2007,33,TOT,1,645,0.002,0.0,0.0,1.0,61,29.9,11.2,7.2,3.1,1.0,0.7,0.452,0.364,0.638,3.4,0.09
1st,G,Kobe Bryant,2008,29,LAL,635,635,1.0,127.0,0.0,0.0,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208
1st,G,Chris Paul,2008,22,NOH,629,635,0.991,124.0,,,80,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284
1st,F,Kevin Garnett,2008,31,BOS,612,635,0.964,118.0,,,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265
1st,F,LeBron James,2008,23,CLE,610,635,0.961,117.0,,,75,40.4,30.0,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242
1st,C,Dwight Howard,2008,22,ORL,546,635,0.86,86.0,,,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2
2nd,C,Amar'e Stoudemire,2008,25,PHO,412,635,0.649,30.0,,,79,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262
